ISOTOPE,Bate # B0/B00,Date,col1,col2,col3,average
131I,8405,10/27/1997,78,91,93,87.33
no DMSO,8405,10/27/1997,90,88,90,89.33
,8405,10/27/1997,80,66,69,71.67
,8405,10/27/1997,63,67,71,67.00
,8405,10/27/1997,44,58,64,55.33
,8405,10/27/1997,38,53,51,47.33
,8405,10/27/1997,247,264,258,256.33
,8405,10/27/1997,46,24,27,32.33
,8405,10/27/1997,64,63,61,62.67
,8405,10/27/1997,77,82,98,85.67
131I,8433,11/24/1997,115,98,109,107.33
,8433,11/24/1997,87,95,98,93.33
,8433,11/24/1997,41,31,38,36.67
,8433,11/24/1997,146,155,178,159.67
,8433,11/24/1997,112,105,104,107.00
,8433,11/24/1997,117,143,136,132.00
,8433,11/24/1997,117,133,114,121.33
,8433,11/24/1997,38,57,53,49.33
,8433,11/24/1997,170,171,176,172.33
,8433,11/24/1997,102,108, ,105.00
131I,8445,12/1/1997,74,100,79,84.33
no match,8445,12/1/1997,85,90,70,81.67
,8445,12/1/1997,38,32,44,38.00
,8445,12/1/1997,28,41,26,31.67
,8445,12/1/1997,28,29,27,28.00
,8445,12/1/1997,103,91,123,105.67
,8445,12/1/1997,114,120,103,112.33
,8445,12/1/1997,26,25,24,25.00
,8445,12/1/1997,160,162,170,164.00
,8445,12/1/1997,104,103,100,102.33
131I,8458,12/15/1997,68,55,61,61.33
,8458,12/15/1997,66,61,65,64.00
,8458,12/15/1997,39,36,38,37.67
,8458,12/15/1997,53,50,47,50.00
,8458,12/15/1997,100,96,98,98.00
,8458,12/15/1997,62,68,77,69.00
,8458,12/15/1997,58,58,59,58.33
,8458,12/15/1997,30,35,37,34.00
,8458,12/15/1997,46,48,44,46.00
,8458,12/15/1997,83,95,87,88.33
131I,8468,12/19/1997,68,68,67,67.67
,8468,12/19/1997,57,62,64,61.00
,8468,12/19/1997,40,32,38,36.67
,8468,12/19/1997,50,48,52,50.00
,8468,12/19/1997,112,100,93,101.67
,8468,12/19/1997,53,64,65,60.67
,8468,12/19/1997,58,49,57,54.67
,8468,12/19/1997,27,28,30,28.33
,8468,12/19/1997,40,38,36,38.00
,8468,12/19/1997,82,78,83,81.00
131I,2087,12/22/1997,182,159,169,170.00
,2087,12/22/1997,155,150,168,157.67
,2087,12/22/1997,150,139,145,144.67
,2087,12/22/1997,130,127,122,126.33
,2087,12/22/1997,111,112,122,115.00
,2087,12/22/1997,174,177,150,167.00
,2087,12/22/1997,164,165,168,165.67
,2087,12/22/1997,151,134,130,138.33
,2087,12/22/1997,128,126,123,125.67
131I,2114,2/9/1998,44,37,44,41.67
,2114,2/9/1998,118,107,113,112.67
,2114,2/9/1998,73,91,93,85.67
,2114,2/9/1998,71,78,66,71.67
,2114,2/9/1998,69,71,68,69.33
,2114,2/9/1998,60,61,62,61.00
,2114,2/9/1998,55,45,60,53.33
,2114,2/9/1998,44,54,53,50.33
,2114,2/9/1998,28,25,31,28.00
131I,2074,2/20/1998,40,41,39,40.00
,2074,2/20/1998,55,34,39,42.67
,2074,2/20/1998,25,29,40,31.33
,2074,2/20/1998,95,98,105,99.33
,2074,2/20/1998,80,73,75,76.00
,2074,2/20/1998,75,100,184,119.67
,2074,2/20/1998,115,136,210,153.67
,2074,2/20/1998,121,91,64,92.00
,2074,2/20/1998,89,89,85,87.67
,2074,2/20/1998,51,54,56,53.67
131I,2061,2/23/1998,50,55,51,52.00
,2061,2/23/1998,72,70,55,65.67
,2061,2/23/1998,47,35,28,36.67
,2061,2/23/1998,94,95,98,95.67
,2061,2/23/1998,67,68,65,66.67
,2061,2/23/1998,57,52,50,53.00
,2061,2/23/1998,74,55,54,61.00
,2061,2/23/1998,28,30,25,27.67
,2061,2/23/1998,50,51,48,49.67
,2061,2/23/1998,29,27,23,26.33
131I,2251,2/27/1998,80,89,90,86.33
,2251,2/27/1998,90,102,81,91.00
,2251,2/27/1998,65,68,67,66.67
,2251,2/27/1998,29,25,26,26.67
,2251,2/27/1998,65,70,59,64.67
,2251,2/27/1998,113,129,138,126.67
,2251,2/27/1998,138,139,150,142.33
,2251,2/27/1998,50,47,47,48.00
,2251,2/27/1998,81,76,80,79.00
,2251,2/27/1998,134,130,128,130.67
131I,2051,3/9/1998,59,55,65,59.67
,2051,3/9/1998,75,55,62,64.00
,2051,3/9/1998,77,70,69,72.00
,2051,3/9/1998,120,125,129,124.67
,2051,3/9/1998,42,38,45,41.67
,2051,3/9/1998,44,46,49,46.33
,2051,3/9/1998,59,56,59,58.00
,2051,3/9/1998,36,41,38,38.33
,2051,3/9/1998,42,46,40,42.67
,2051,3/9/1998,8,6,5,6.33
131I,2241,3/13/1998,65,75,69,69.67
,2241,3/13/1998,60,72,74,68.67
,2241,3/13/1998,57,46,43,48.67
,2241,3/13/1998,160,179,163,167.33
,2241,3/13/1998,48,52,44,48.00
,2241,3/13/1998,87,89,106,94.00
,2241,3/13/1998,96,93,112,100.33
,2241,3/13/1998,25,27,29,27.00
,2241,3/13/1998,36,30,33,33.00
,2241,3/13/1998,79,70,72,73.67
131I,2231,3/16/1998,100,76,86,87.33
,2231,3/16/1998,96,92,94,94.00
,2231,3/16/1998,72,69,70,70.33
,2231,3/16/1998,36,34,32,34.00
,2231,3/16/1998,82,89,76,82.33
,2231,3/16/1998,140,132,152,141.33
,2231,3/16/1998,127,133,133,131.00
,2231,3/16/1998,42,34,50,42.00
,2231,3/16/1998,64,60,58,60.67
,2231,3/16/1998,21,22,20,21.00
131I,8328,3/20/1998,119,125,117,120.33
,8328,3/20/1998,135,139,130,134.67
,8328,3/20/1998,84,85,96,88.33
,8328,3/20/1998,79,78,78,78.33
,8328,3/20/1998,71,63,65,66.33
,8328,3/20/1998,59,54,47,53.33
,8328,3/20/1998,69,75,71,71.67
,8328,3/20/1998,130,127,133,130.00
,8328,3/20/1998,99,111,101,103.67
,8328,3/20/1998,33,38,37,36.00
131I,2220,3/30/1998,79,85,82,82.00
,2220,3/30/1998,69,68,62,66.33
,2220,3/30/1998,30,27,26,27.67
,2220,3/30/1998,99,92,82,91.00
,2220,3/30/1998,36,30,29,31.67
,2220,3/30/1998,130,117,121,122.67
,2220,3/30/1998,43,37,36,38.67
,2220,3/30/1998,65,62,57,61.33
,2220,3/30/1998,26,24,21,23.67
,2220,3/30/1998,40,32,35,35.67
131I,8315,4/3/1998,95,105,119,106.33
,8315,4/3/1998,121,116,125,120.67
,8315,4/3/1998,90,88,82,86.67
,8315,4/3/1998,80,72,76,76.00
,8315,4/3/1998,72,68,65,68.33
,8315,4/3/1998,110,106,112,109.33
,8315,4/3/1998,183,178,172,177.67
,8315,4/3/1998,220,216,230,222.00
,8315,4/3/1998,195,199,211,201.67
,8315,4/3/1998,127,121,129,125.67
125I,13392,4/20/1998,80,68,60,69.33
,13392,4/20/1998,11,14,14,13.00
,13392,4/20/1998,47,49,35,43.67
,13392,4/20/1998,82,90,78,83.33
,13392,4/20/1998,61,40,52,51.00
,13392,4/20/1998,72,82,95,83.00
,13392,4/20/1998,20,28,32,26.67
,13392,4/20/1998,59,53,54,55.33
,13392,4/20/1998,20,27,29,25.33
125I,2346,5/1/1998,149,152,165,155.33
,2346,5/1/1998,150,150,152,150.67
,2346,5/1/1998,130,132,122,128.00
,2346,5/1/1998,106,113,105,108.00
,2346,5/1/1998,95,100,105,100.00
,2346,5/1/1998,82,81,78,80.33
,2346,5/1/1998,95,93,91,93.00
,2346,5/1/1998,140,142,138,140.00
,2346,5/1/1998,160,164,158,160.67
,2346,5/1/1998,95,93,98,95.33
125I,2021,5/4/1998,77,82,88,82.33
,2021,5/4/1998,68,73,79,73.33
,2021,5/4/1998,65,69,68,67.33
,2021,5/4/1998,45,42,47,44.67
,2021,5/4/1998,39,41,38,39.33
,2021,5/4/1998,29,36,34,33.00
,2021,5/4/1998,32,30,29,30.33
,2021,5/4/1998,26,26,25,25.67
,2021,5/4/1998,154,162,149,155.00
,2021,5/4/1998,140,136,130,135.33
125I,13381,5/8/1998,58,54,56,56.00
,13381,5/8/1998,69,61,65,65.00
,13381,5/8/1998,39,33,37,36.33
,13381,5/8/1998,82,97,91,90.00
,13381,5/8/1998,58,45,46,49.67
,13381,5/8/1998,70,75,78,74.33
,13381,5/8/1998,69,68,66,67.67
,13381,5/8/1998,23,29,22,24.67
,13381,5/8/1998,38,40,30,36.00
,13381,5/8/1998,27,25,36,29.33
125I,2331,5/15/1998,125,129,128,127.33
,2331,5/15/1998,110,122,130,120.67
,2331,5/15/1998,105,100,113,106.00
,2331,5/15/1998,90,89,99,92.67
,2331,5/15/1998,74,78,82,78.00
,2331,5/15/1998,90,92,82,88.00
,2331,5/15/1998,98,90,89,92.33
,2331,5/15/1998,120,130,140,130.00
,2331,5/15/1998,189,179,195,187.67
,2331,5/15/1998,129,120,118,122.33
137CS,7933,5/18/1998,65,60,62,62.33
,7933,5/18/1998,59,67,72,66.00
,7933,5/18/1998,64,58,61,61.00
,7933,5/18/1998,52,47,62,53.67
,7933,5/18/1998,42,40,38,40.00
,7933,5/18/1998,41,31,32,34.67
,7933,5/18/1998,28,30,27,28.33
,7933,5/18/1998,25,29,24,26.00
,7933,5/18/1998,88,84,84,85.33
5/21/98acc,7933,5/18/1998,65,62,60,62.33
125I,13368,5/22/1998,59,55,57,57.00
,13368,5/22/1998,56,62,64,60.67
,13368,5/22/1998,33,42,36,37.00
,13368,5/22/1998,120,135,140,131.67
,13368,5/22/1998,38,45,50,44.33
,13368,5/22/1998,77,70,62,69.67
,13368,5/22/1998,65,63,71,66.33
,13368,5/22/1998,26,23,28,25.67
,13368,5/22/1998,35,42,49,42.00
,13368,5/22/1998,48,52,42,47.33
125I,13354,5/25/1998,85,82,87,84.67
,13354,5/25/1998,74,76,78,76.00
,13354,5/25/1998,69,75,72,72.00
,13354,5/25/1998,58,46,52,52.00
,13354,5/25/1998,48,52,40,46.67
,13354,5/25/1998,56,44,50,50.00
,13354,5/25/1998,58,64,60,60.67
,13354,5/25/1998,194,160,184,179.33
,13354,5/25/1998,120,140,116,125.33
,13354,5/25/1998,65,62,63,63.33
125I,2008,5/29/1998,80,72,70,74.00
,2008,5/29/1998,70,60,69,66.33
,2008,5/29/1998,58,78,68,68.00
,2008,5/29/1998,67,57,63,62.33
,2008,5/29/1998,55,49,43,49.00
,2008,5/29/1998,45,47,42,44.67
,2008,5/29/1998,37,29,34,33.33
,2008,5/29/1998,30,33,25,29.33
,2008,5/29/1998,26,24,25,25.00
,2008,5/29/1998,100,91,82,91.00
125I,2318,6/1/1998,130,137,128,131.67
,2318,6/1/1998,125,116,108,116.33
,2318,6/1/1998,82,89,70,80.33
,2318,6/1/1998,48,40,32,40.00
,2318,6/1/1998,200,217,214,210.33
,2318,6/1/1998,144,134,150,142.67
,2318,6/1/1998,132,149,134,138.33
,2318,6/1/1998,27,26,30,27.67
,2318,6/1/1998,61,55,62,59.33
,2318,6/1/1998,76,70,62,69.33
125I,2305,6/5/1998,125,129,130,128.00
,2305,6/5/1998,120,119,135,124.67
,2305,6/5/1998,68,78,74,73.33
,2305,6/5/1998,40,31,35,35.33
,2305,6/5/1998,218,199,184,200.33
,2305,6/5/1998,138,142,136,138.67
,2305,6/5/1998,126,139,132,132.33
,2305,6/5/1998,176,182,170,176.00
,2305,6/5/1998,34,30,38,34.00
,2305,6/5/1998,68,76,60,68.00
125I,13342,6/26/1998,110,119,105,111.33
,13342,6/26/1998,108,99,105,104.00
,13342,6/26/1998,90,97,106,97.67
,13342,6/26/1998,80,66,72,72.67
,13342,6/26/1998,70,60,64,64.67
,13342,6/26/1998,59,62,57,59.33
,13342,6/26/1998,70,75,65,70.00
,13342,6/26/1998,225,220,230,225.00
,13342,6/26/1998,204,209,199,204.00
,13342,6/26/1998,71,76,66,71.00
3H2O,14186,6/29/1998,228,215,214,219.00
,14186,6/29/1998,212,190,209,203.67
,14186,6/29/1998,156,163,148,155.67
,14186,6/29/1998,95,91,80,88.67
,14186,6/29/1998,246,237,231,238.00
,14186,6/29/1998,234,226,210,223.33
,14186,6/29/1998,223,216,225,221.33
,14186,6/29/1998,113,120,106,113.00
,14186,6/29/1998,150,162,150,154.00
,14186,6/29/1998,200,207,193,200.00
3H2O,14175,7/3/1998,180,189,176,181.67
,14175,7/3/1998,190,182,193,188.33
,14175,7/3/1998,144,150,138,144.00
,14175,7/3/1998,82,89,73,81.33
,14175,7/3/1998,39,42,35,38.67
,14175,7/3/1998,210,204,196,203.33
,14175,7/3/1998,215,210,199,208.00
,14175,7/3/1998,51,61,42,51.33
,14175,7/3/1998,120,127,113,120.00
,14175,7/3/1998,168,161,152,160.33
3H2O,14149,7/10/1998,185,170,178,177.67
,14149,7/10/1998,190,214,203,202.33
,14149,7/10/1998,170,182,161,171.00
,14149,7/10/1998,152,150,149,150.33
,14149,7/10/1998,124,142,132,132.67
,14149,7/10/1998,97,86,94,92.33
,14149,7/10/1998,25,28,28,27.00
,14149,7/10/1998,58,62,54,58.00
,14149,7/10/1998,72,79,64,71.67
,14149,7/10/1998,25,26,24,25.00
3H2O,14138,7/13/1998,170,162,181,171.00
,14138,7/13/1998,156,168,169,164.33
,14138,7/13/1998,159,145,154,152.67
,14138,7/13/1998,136,131,142,136.33
,14138,7/13/1998,128,123,118,123.00
,14138,7/13/1998,109,106,118,111.00
,14138,7/13/1998,38,32,37,35.67
,14138,7/13/1998,49,56,44,49.67
,14138,7/13/1998,67,60,53,60.00
,14138,7/13/1998,25,24,25,24.67
3H2O,14164,7/24/1998,161,169,153,161.00
,14164,7/24/1998,150,149,156,151.67
,14164,7/24/1998,117,120,113,116.67
,14164,7/24/1998,78,70,82,76.67
,14164,7/24/1998,40,45,36,40.33
,14164,7/24/1998,140,141,152,144.33
,14164,7/24/1998,139,141,143,141.00
,14164,7/24/1998,57,50,64,57.00
,14164,7/24/1998,180,188,196,188.00
,14164,7/24/1998,244,240,248,244.00
125I,1995,7/27/1998,118,107,105,110.00
,1995,7/27/1998,117,121,118,118.67
,1995,7/27/1998,102,100,89,97.00
,1995,7/27/1998,101,113,113,109.00
,1995,7/27/1998,90,122,119,110.33
,1995,7/27/1998,108,97,98,101.00
,1995,7/27/1998,89,101,112,100.67
,1995,7/27/1998,82,97,83,87.33
,1995,7/27/1998,50,39,47,45.33
3H2O,13617,7/31/1998,212,198,225,211.67
,13617,7/31/1998,196,177,168,180.33
,13617,7/31/1998,170,178,163,170.33
,13617,7/31/1998,125,131,120,125.33
,13617,7/31/1998,110,117,114,113.67
,13617,7/31/1998,116,122,110,116.00
,13617,7/31/1998,218,219,214,217.00
,13617,7/31/1998,52,60,44,52.00
,13617,7/31/1998,43,50,36,43.00
,13617,7/31/1998,27,25,23,25.00
3H2O,13607,8/3/1998,150,165,149,154.67
,13607,8/3/1998,132,147,140,139.67
,13607,8/3/1998,126,135,130,130.33
,13607,8/3/1998,100,109,92,100.33
,13607,8/3/1998,90,93,86,89.67
,13607,8/3/1998,90,95,86,90.33
,13607,8/3/1998,188,195,180,187.67
,13607,8/3/1998,48,58,39,48.33
,13607,8/3/1998,30,39,22,30.33
,13607,8/3/1998,170,177,169,172.00
3H2O,13596,8/7/1998,136,142,151,143.00
,13596,8/7/1998,129,136,139,134.67
,13596,8/7/1998,109,119,100,109.33
,13596,8/7/1998,40,38,43,40.33
,13596,8/7/1998,130,136,143,136.33
,13596,8/7/1998,120,122,124,122.00
,13596,8/7/1998,129,120,119,122.67
,13596,8/7/1998,28,26,24,26.00
,13596,8/7/1998,68,64,61,64.33
,13596,8/7/1998,70,64,67,67.00
3H2O,13583,8/10/1998,150,142,139,143.67
,13583,8/10/1998,131,129,126,128.67
,13583,8/10/1998,116,101,108,108.33
,13583,8/10/1998,36,43,31,36.67
,13583,8/10/1998,185,190,201,192.00
,13583,8/10/1998,106,105,112,107.67
,13583,8/10/1998,92,119,99,103.33
,13583,8/10/1998,40,30,26,32.00
,13583,8/10/1998,32,27,37,32.00
,13583,8/10/1998,40,45,51,45.33
131I,2103,8/24/1998,134,131,142,135.67
,2103,8/24/1998,153,142,139,144.67
,2103,8/24/1998,125,130,127,127.33
,2103,8/24/1998,105,120,108,111.00
,2103,8/24/1998,108,101,93,100.67
,2103,8/24/1998,96,86,100,94.00
,2103,8/24/1998,75,74,79,76.00
,2103,8/24/1998,44,49,52,48.33
,2103,8/24/1998,227,240,238,235.00
,2103,8/24/1998,150,159,131,146.67
131I,8305,8/28/1998,101,92,93,95.33
,8305,8/28/1998,89,95,99,94.33
,8305,8/28/1998,60,66,73,66.33
,8305,8/28/1998,24,28,25,25.67
,8305,8/28/1998,157,148,165,156.67
,8305,8/28/1998,110,108,102,106.67
,8305,8/28/1998,120,112,107,113.00
,8305,8/28/1998,40,51,29,40.00
,8305,8/28/1998,50,58,63,57.00
,8305,8/28/1998,100,114,82,98.67
131I,8295,8/31/1998,109,118,108,111.67
,8295,8/31/1998,111,106,127,114.67
,8295,8/31/1998,85,95,76,85.33
,8295,8/31/1998,48,38,29,38.33
,8295,8/31/1998,226,206,240,224.00
,8295,8/31/1998,134,145,142,140.33
,8295,8/31/1998,115,129,131,125.00
,8295,8/31/1998,48,44,41,44.33
,8295,8/31/1998,59,54,47,53.33
,8295,8/31/1998,109,99,88,98.67
131I,2208,9/4/1998,123,113,136,124.00
,2208,9/4/1998,116,128,108,117.33
,2208,9/4/1998,109,103,106,106.00
,2208,9/4/1998,92,76,86,84.67
,2208,9/4/1998,75,85,66,75.33
,2208,9/4/1998,99,80,88,89.00
,2208,9/4/1998,194,201,187,194.00
,2208,9/4/1998,29,35,24,29.33
,2208,9/4/1998,26,25,23,24.67
,2208,9/4/1998,120,129,136,128.33
210PO,13673,10/1/1998,125,115,132,124.00
,13673,10/1/1998,136,121,129,128.67
,13673,10/1/1998,129,119,115,121.00
,13673,10/1/1998,113,107,117,112.33
,13673,10/1/1998,112,102,91,101.67
,13673,10/1/1998,65,76,84,75.00
,13673,10/1/1998,47,41,35,41.00
,13673,10/1/1998,127,134,119,126.67
,13673,10/1/1998,39,32,24,31.67
,13673,10/1/1998,68,62,68,66.00
117SN,7199,10/13/1998,187,182,190,186.33
,7199,10/13/1998,228,199,213,213.33
,7199,10/13/1998,66,68,61,65.00
,7199,10/13/1998,39,37,44,40.00
,7199,10/13/1998,43,37,33,37.67
,7199,10/13/1998,160,153,175,162.67
,7199,10/13/1998,250,150,170,190.00
,7199,10/13/1998,122,133,125,126.67
,7199,10/13/1998,137,132,131,133.33
,7199,10/13/1998,58,60,50,56.00
117SN,13223,10/13/1998,187,182,190,186.33
,13223,10/13/1998,228,199,213,213.33
,13223,10/13/1998,66,68,61,65.00
,13223,10/13/1998,39,37,44,40.00
,13223,10/13/1998,43,37,33,37.67
,13223,10/13/1998,160,153,175,162.67
,13223,10/13/1998,250,150,170,190.00
,13223,10/13/1998,122,133,125,126.67
,13223,10/13/1998,137,132,131,133.33
,13223,10/13/1998,58,60,50,56.00
210PO,13659,10/19/1998,115,114,112,113.67
,13659,10/19/1998,113,140,146,133.00
,13659,10/19/1998,87,85,88,86.67
,13659,10/19/1998,61,67,64,64.00
,13659,10/19/1998,42,38,44,41.33
,13659,10/19/1998,97,110,113,106.67
,13659,10/19/1998,115,112,105,110.67
,13659,10/19/1998,66,78,70,71.33
,13659,10/19/1998,60,56,59,58.33
,13659,10/19/1998,35,31,36,34.00
137CS,7944,10/23/1998,73,83,75,77.00
,7944,10/23/1998,24,26,29,26.33
,7944,10/23/1998,39,37,43,39.67
,7944,10/23/1998,58,49,67,58.00
,7944,10/23/1998,61,60,68,63.00
,7944,10/23/1998,68,69,78,71.67
210PO,13648,10/26/1998,175,157,153,161.67
,13648,10/26/1998,188,179,192,186.33
,13648,10/26/1998,56,44,63,54.33
,13648,10/26/1998,70,67,69,68.67
,13648,10/26/1998,20,25,21,22.00
,13648,10/26/1998,184,186,198,189.33
,13648,10/26/1998,157,189,180,175.33
,13648,10/26/1998,50,49,52,50.33
,13648,10/26/1998,80,89,79,82.67
,13648,10/26/1998,15,16,19,16.67
117MSN,13213,10/30/1998,160,175,150,161.67
,13213,10/30/1998,152,148,162,154.00
,13213,10/30/1998,190,182,199,190.33
,13213,10/30/1998,158,165,172,165.00
,13213,10/30/1998,37,47,29,37.67
,13213,10/30/1998,99,105,111,105.00
,13213,10/30/1998,56,63,70,63.00
,13213,10/30/1998,25,30,36,30.33
,13213,10/30/1998,21,23,26,23.33
,13213,10/30/1998,63,70,57,63.33
210PO,13637,11/2/1998,110,102,101,104.33
,13637,11/2/1998,103,90,95,96.00
,13637,11/2/1998,121,117,107,115.00
,13637,11/2/1998,20,23,27,23.33
,13637,11/2/1998,107,123,118,116.00
,13637,11/2/1998,125,120,129,124.67
,13637,11/2/1998,100,115,92,102.33
,13637,11/2/1998,131,126,116,124.33
,13637,11/2/1998,30,27,24,27.00
,13637,11/2/1998,68,64,59,63.67
210PO,7882,11/6/1998,124,128,123,125.00
,7882,11/6/1998,164,153,174,163.67
,7882,11/6/1998,74,85,72,77.00
,7882,11/6/1998,55,57,70,60.67
,7882,11/6/1998,33,34,42,36.33
,7882,11/6/1998,108,115,111,111.33
,7882,11/6/1998,34,42,40,38.67
,7882,11/6/1998,30,39,43,37.33
,7882,11/6/1998,14,18,19,17.00
,7882,11/6/1998,2,3,4,3.00
210PO,7871,11/16/1998,98,118,110,108.67
,7871,11/16/1998,142,154,129,141.67
,7871,11/16/1998,96,91,90,92.33
,7871,11/16/1998,67,71,69,69.00
,7871,11/16/1998,44,46,42,44.00
,7871,11/16/1998,23,30,28,27.00
,7871,11/16/1998,70,63,68,67.00
,7871,11/16/1998,36,33,30,33.00
,7871,11/16/1998,91,96,94,93.67
,7871,11/16/1998,51,46,42,46.33
210PO,7821,11/20/1998,145,159,152,152.00
,7821,11/20/1998,135,147,140,140.67
,7821,11/20/1998,58,50,66,58.00
,7821,11/20/1998,23,24,22,23.00
,7821,11/20/1998,11,12,14,12.33
,7821,11/20/1998,162,169,170,167.00
,7821,11/20/1998,159,149,161,156.33
,7821,11/20/1998,38,44,40,40.67
,7821,11/20/1998,56,66,52,58.00
,7821,11/20/1998,39,38,34,37.00
3HThd,1759,11/23/1998,112,95,102,103.00
,1759,11/23/1998,89,79,90,86.00
,1759,11/23/1998,69,61,55,61.67
,1759,11/23/1998,36,41,39,38.67
,1759,11/23/1998,43,40,31,38.00
,1759,11/23/1998,33,28,29,30.00
,1759,11/23/1998,25,23,21,23.00
,1759,11/23/1998,22,24,16,20.67
,1759,11/23/1998,146,149,139,144.67
,1759,11/23/1998,90,74,78,80.67
210PO,7810,11/30/1998,129,121,135,128.33
,7810,11/30/1998,112,139,109,120.00
,7810,11/30/1998,107,99,92,99.33
,7810,11/30/1998,50,57,42,49.67
,7810,11/30/1998,123,130,116,123.00
,7810,11/30/1998,145,155,139,146.33
,7810,11/30/1998,121,132,135,129.33
,7810,11/30/1998,57,48,46,50.33
,7810,11/30/1998,120,109,99,109.33
,7810,11/30/1998,15,19,13,15.67
3HdTHD,1747,12/11/1998,120,111,99,110.00
,1747,12/11/1998,131,121,117,123.00
,1747,12/11/1998,104,114,96,104.67
,1747,12/11/1998,93,100,86,93.00
,1747,12/11/1998,70,78,63,70.33
,1747,12/11/1998,58,68,49,58.33
,1747,12/11/1998,29,22,19,23.33
,1747,12/11/1998,104,115,94,104.33
,1747,12/11/1998,116,126,107,116.33
,1747,12/11/1998,23,29,18,23.33
210PO,7861,12/14/1998,183,194,201,192.67
,7861,12/14/1998,142,160,162,154.67
,7861,12/14/1998,114,116,110,113.33
,7861,12/14/1998,75,84,91,83.33
,7861,12/14/1998,54,50,45,49.67
,7861,12/14/1998,99,120,119,112.67
,7861,12/14/1998,32,20,26,26.00
,7861,12/14/1998,52,44,49,48.33
,7861,12/14/1998,21,20,17,19.33
,7861,12/14/1998,20,15,14,16.33
210PO,7796,12/17/1998,135,145,147,142.33
,7796,12/17/1998,122,130,119,123.67
,7796,12/17/1998,31,27,35,31.00
,7796,12/17/1998,20,24,18,20.67
,7796,12/17/1998,123,134,114,123.67
,7796,12/17/1998,165,152,158,158.33
,7796,12/17/1998,137,129,141,135.67
,7796,12/17/1998,58,62,54,58.00
,7796,12/17/1998,25,27,29,27.00
,7796,12/17/1998,19,22,17,19.33
3HdTHD,1737,12/21/1998,143,159,138,146.67
,1737,12/21/1998,126,129,141,132.00
,1737,12/21/1998,140,135,129,134.67
,1737,12/21/1998,132,129,124,128.33
,1737,12/21/1998,106,113,119,112.67
,1737,12/21/1998,100,92,85,92.33
,1737,12/21/1998,50,43,36,43.00
,1737,12/21/1998,20,17,19,18.67
,1737,12/21/1998,79,70,62,70.33
,1737,12/21/1998,49,38,30,39.00
210PO,7851,12/21/1998,156,166,142,154.67
,7851,12/21/1998,139,149,129,139.00
,7851,12/21/1998,137,130,123,130.00
,7851,12/21/1998,132,140,151,141.00
,7851,12/21/1998,121,125,129,125.00
,7851,12/21/1998,108,100,117,108.33
,7851,12/21/1998,83,91,99,91.00
,7851,12/21/1998,56,64,52,57.33
,7851,12/21/1998,76,70,82,76.00
,7851,12/21/1998,79,72,65,72.00
3HdTHD,8253,1/8/1999,99,89,91,93.00
,8253,1/8/1999,80,74,68,74.00
,8253,1/8/1999,65,71,59,65.00
,8253,1/8/1999,40,48,57,48.33
,8253,1/8/1999,39,34,37,36.67
,8253,1/8/1999,28,26,23,25.67
,8253,1/8/1999,102,110,92,101.33
,8253,1/8/1999,33,47,40,40.00
,8253,1/8/1999,90,84,79,84.33
210PO,7839,1/15/1999,172,161,167,166.67
,7839,1/15/1999,156,149,161,155.33
,7839,1/15/1999,133,140,147,140.00
,7839,1/15/1999,101,112,90,101.00
,7839,1/15/1999,80,86,92,86.00
,7839,1/15/1999,60,69,65,64.67
,7839,1/15/1999,25,32,40,32.33
,7839,1/15/1999,26,29,23,26.00
,7839,1/15/1999,19,22,15,18.67
,7839,1/15/1999,158,162,140,153.33
3HdTHD,8242,1/22/1999,145,139,121,135.00
,8242,1/22/1999,129,119,137,128.33
,8242,1/22/1999,130,135,124,129.67
,8242,1/22/1999,125,115,109,116.33
,8242,1/22/1999,95,101,107,101.00
,8242,1/22/1999,85,92,78,85.00
,8242,1/22/1999,59,69,78,68.67
,8242,1/22/1999,49,58,67,58.00
,8242,1/22/1999,38,44,33,38.33
,8242,1/22/1999,100,95,106,100.33
210PO,7786,1/25/1999,176,162,155,164.33
,7786,1/25/1999,135,145,155,145.00
,7786,1/25/1999,128,135,142,135.00
,7786,1/25/1999,110,127,97,111.33
,7786,1/25/1999,96,108,85,96.33
,7786,1/25/1999,44,46,39,43.00
,7786,1/25/1999,155,162,148,155.00
,7786,1/25/1999,63,70,56,63.00
,7786,1/25/1999,120,112,104,112.00
,7786,1/25/1999,77,68,60,68.33
210PO,7776,1/29/1999,152,169,159,160.00
,7776,1/29/1999,141,146,150,145.67
,7776,1/29/1999,133,138,143,138.00
,7776,1/29/1999,110,117,124,117.00
,7776,1/29/1999,92,100,107,99.67
,7776,1/29/1999,43,48,54,48.33
,7776,1/29/1999,36,42,50,42.67
,7776,1/29/1999,63,70,77,70.00
,7776,1/29/1999,116,126,107,116.33
,7776,1/29/1999,73,80,88,80.33
3HdTHD,1681,2/5/1999,150,135,139,141.33
,1681,2/5/1999,129,140,131,133.33
,1681,2/5/1999,107,100,98,101.67
,1681,2/5/1999,111,109,107,109.00
,1681,2/5/1999,35,40,29,34.67
,1681,2/5/1999,18,20,16,18.00
,1681,2/5/1999,13,13,14,13.33
,1681,2/5/1999,40,47,32,39.67
,1681,2/5/1999,146,157,167,156.67
,1681,2/5/1999,14,16,15,15.00
3HdTHD,8140,2/12/1999,120,135,118,124.33
,8140,2/12/1999,125,137,113,125.00
,8140,2/12/1999,115,120,129,121.33
,8140,2/12/1999,114,104,124,114.00
